id,name,neighbourhood,host_name,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3073209,"Ghost Sign Suites #2,  roof deck",Côte-des-Neiges-Notre-Dame-de-Grâce,Lance,45.46734,-73.62189,Entire home/apt,250.0,3.0,93.0,1/5/24,0.79,2,218,7.0,"294907, expires: 2024-09-30"
3094294,Anderson apartment 2H : Cozy and spacious #2,Ville-Marie,Myriam,45.5054,-73.56355,Entire home/apt,212.0,1.0,36.0,10/14/23,0.31,13,270,6.0,"221311, expires: 2024-04-30"
3094299,Charmant appartement a louer.,Rosemont-La Petite-Patrie,Claude,45.5405,-73.60709,Entire home/apt,100.0,31.0,52.0,1/7/22,0.45,1,204,0.0,
3119119,"In town, 1min Convention Centre, Old Montreal #4H",Ville-Marie,Myriam,45.5054,-73.56341,Entire home/apt,199.0,1.0,46.0,1/2/24,0.38,13,271,8.0,"221311, expires: 2024-04-30"
3121627,2 BEDS: up to 4 guests ! Private entrance. J.Talon,Rosemont-La Petite-Patrie,Julie (Habitats Julie Et David),45.539979,-73.606578,Private room,84.0,1.0,615.0,3/10/24,5.17,6,328,69.0,"286775, expires: 2024-08-31T20:20:35Z"
3207190,Beautiful apartment in Outremont,Outremont,Hélène,45.51903,-73.6095,Entire home/apt,240.0,5.0,19.0,1/2/24,0.16,1,15,4.0,"312780, expires: 2024-05-16"
3219428,Anderson apartment 1H 3 Beds: Cozy and spacious,Ville-Marie,Myriam,45.50536,-73.56337,Entire home/apt,345.0,1.0,44.0,8/14/23,0.37,13,267,9.0,"221311, expires: 2024-04-30"
3219653,Anderson apartment 5H: Cozy and spacious,Ville-Marie,Myriam,45.5054,-73.56341,Entire home/apt,236.0,1.0,39.0,12/24/23,0.33,13,267,9.0,"221311, expires: 2024-04-30"
3250998,Mile End the very best location!,Le Plateau-Mont-Royal,Simon,45.524,-73.60045,Entire home/apt,211.0,4.0,57.0,8/19/23,0.48,1,50,10.0,"305895, expires: 2024-08-01T00:00:00Z"
3264866,Tranquil 3BR Gem: Cozy & Inviting,Côte-des-Neiges-Notre-Dame-de-Grâce,Well,45.50765,-73.6327,Entire home/apt,123.0,31.0,18.0,7/30/23,0.17,8,179,1.0,
3350394,2BR Plateau Apartment 2 min walk to metro (subway),Le Plateau-Mont-Royal,Liat,45.51863,-73.56871,Entire home/apt,124.0,31.0,11.0,5/1/21,0.12,3,326,0.0,
3359018,Spacieux logement sur le Plateau,Le Plateau-Mont-Royal,Marie Marthe,45.5342,-73.57388,Entire home/apt,282.0,2.0,95.0,8/7/23,0.8,1,121,5.0,"299641, expires: 2024-05-16"
3369866,"Spacious and bright, heart of Plateau",Le Plateau-Mont-Royal,Home In Montreal,45.53371,-73.57497,Entire home/apt,148.0,2.0,220.0,2/19/24,1.86,5,292,16.0,"275601, expires: 2024-05-31"
3370604,ARTY INDUSTRIAL LOFT,Ville-Marie,Nathalie,45.50409,-73.5643,Entire home/apt,644.0,31.0,27.0,9/19/23,0.23,2,256,4.0,"258710, expires: 2024-10-01T14:03:26Z"
3382961,HUGE/COOL/CHIC/ LOFT /OLD CITY,Ville-Marie,Nathalie,45.50402,-73.56424,Entire home/apt,1190.0,31.0,4.0,8/2/17,0.03,2,365,0.0,
3406157,Le Lounge Spacious Apartment in Heart of the,Le Plateau-Mont-Royal,Home In Montreal,45.53279,-73.57612,Entire home/apt,148.0,2.0,239.0,1/3/24,2.02,5,276,13.0,"275601, expires: 2024-05-31"
3425315,L'expérience loft au cachet unique!,Ville-Marie,Mathieu&Martin,45.53421,-73.56066,Entire home/apt,65.0,31.0,150.0,3/2/24,1.27,2,206,11.0,
3462811,Bright top-floor loft in Mile-End,Le Plateau-Mont-Royal,Duncan,45.52052,-73.59848,Entire home/apt,236.0,31.0,64.0,6/19/23,0.54,1,365,1.0,
3511458,Charming and cosy apartment with backyard,Rosemont-La Petite-Patrie,Nathalie,45.53867,-73.60403,Entire home/apt,195.0,14.0,16.0,10/6/23,0.14,1,220,5.0,"301128, expires: 2024-06-30"
3521973,Le Metro Unbeatable location on Mt-Royal Avenue,Le Plateau-Mont-Royal,Home In Montreal,45.52476,-73.58076,Entire home/apt,118.0,2.0,249.0,3/19/24,2.12,5,281,18.0,"275612, expires: 2024-05-31"
3549084,"Private Room in Little Italy, great for family",Rosemont-La Petite-Patrie,Julie (Habitats Julie Et David),45.539979,-73.606578,Private room,76.0,1.0,272.0,3/3/24,2.3,6,89,58.0,"286775, expires: 2024-08-31T20:22:10Z"
3574422,Chambre confortable et calme,Mercier-Hochelaga-Maisonneuve,Maxime,45.54476,-73.53941,Private room,63.0,7.0,101.0,3/17/24,0.86,1,27,12.0,"307763, expires: 2024-11-30"
3627407,"Marché Jean-Talon confort, pratique",Rosemont-La Petite-Patrie,Ariâme,45.53874,-73.61243,Entire home/apt,70.0,31.0,22.0,12/18/23,0.19,1,122,2.0,
3629281,Oasis de paix  plateau Mont-Royal,Le Plateau-Mont-Royal,Danielle,45.52767,-73.57492,Entire home/apt,325.0,1.0,16.0,10/11/16,0.14,1,279,0.0,"317874, expires: 2025-03-12"
3637622,Your own private studio apartment next to UdeM,Côte-des-Neiges-Notre-Dame-de-Grâce,Jan,45.497,-73.62284,Entire home/apt,40.0,31.0,12.0,2/24/24,0.12,4,187,5.0,
3697689,Grand Loft 1chambre fermée Mile-End-Petite Italie!,Rosemont-La Petite-Patrie,Jonathan,45.53117,-73.60881,Entire home/apt,240.0,31.0,86.0,10/13/23,0.73,1,331,12.0,
3698156,Cosy place in the heart of Montreal - CITQ#307822,Le Plateau-Mont-Royal,Cecile,45.51849,-73.58655,Private room,72.0,2.0,85.0,3/15/24,0.73,1,8,21.0,"307822, expires: 2024-11-30"
3710350,"Welcoming 3 BDRM, 2 story 2 bath",Ville-Marie,Synnove And Sean,45.51768,-73.56383,Entire home/apt,269.0,3.0,111.0,3/13/24,4.45,1,116,48.0,"309323, expires: 2025-03-31"
3792900,Superbe Appartement dans Ho-Ma,Mercier-Hochelaga-Maisonneuve,Sylvain,45.55287,-73.54068,Entire home/apt,135.0,31.0,15.0,8/29/23,0.13,1,325,2.0,
3792946,Petite-Italie Easy Parking EcoDesign #2,Rosemont-La Petite-Patrie,Julie (Habitats Julie Et David),45.54068253,-73.60540164,Entire home/apt,132.0,1.0,666.0,3/16/24,6.18,6,340,60.0,"274201, expires: 2025-04-01T00:00:00Z"
3931365,Charming Loft in Heart of Little Italy,Rosemont-La Petite-Patrie,Sal,45.53442,-73.61509,Entire home/apt,177.0,31.0,185.0,11/6/23,1.77,1,317,25.0,"307255, expires: 2025-03-01"
4022050,*La Roche royale - Splendid apt Plateau,Le Plateau-Mont-Royal,Pierre,45.52831268,-73.57824707,Entire home/apt,219.0,3.0,99.0,2/26/24,0.86,1,202,24.0,"311379, expires: 2024-12-03"
4033082,STUNNING LOFT HISTORIC OLD MONTREAL,Ville-Marie,Mo,45.51194,-73.55011,Entire home/apt,70.0,31.0,123.0,7/31/20,1.1,1,6,0.0,
4076990,The Classic On The Plateau Mont-Royal,Le Plateau-Mont-Royal,Heathcliff,45.53559875,-73.56939697,Entire home/apt,67.0,31.0,192.0,3/2/24,1.68,2,206,4.0,
4096961,Flat in the Plateau Mont-Royal,Le Plateau-Mont-Royal,Isabelle,45.5245,-73.57852,Entire home/apt,109.0,3.0,92.0,1/3/24,0.82,1,46,9.0,"300651, expires: 2024-07-31"
4100405,Chic et deco moderne  au coeur du Rosemont,Rosemont-La Petite-Patrie,Fredy Alexander,45.55562931,-73.58893572,Entire home/apt,788.0,31.0,8.0,3/19/23,0.26,7,365,0.0,
4119801,BEAUTIFUL LOFT ON THE PLATEAU,Le Plateau-Mont-Royal,Vincent,45.51701146,-73.58061252,Entire home/apt,175.0,5.0,16.0,12/5/23,0.2,1,263,7.0,"317600, expires: 2025-02-13"
4219023,"Luxueux - deco moderne, Rosemont 3 chambres",Rosemont-La Petite-Patrie,Fredy Alexander,45.56284,-73.58558,Entire home/apt,148.0,4.0,19.0,3/16/24,0.64,7,317,10.0,"313641, expires: 2024-05-26"
4257188,Adorable condo Plateau Mont-Royal,Le Plateau-Mont-Royal,MarieClaire,45.53188,-73.56932,Entire home/apt,140.0,31.0,45.0,7/30/21,0.39,1,177,0.0,
4258412,"Cozy, like a hotel, apartment!",Ville-Marie,Naima,45.49249,-73.57653,Entire home/apt,133.0,31.0,97.0,3/2/24,0.86,1,144,7.0,
4318807,maison propre et tranquille Pointe St Charles,Le Sud-Ouest,Liette-Kyny,45.47967,-73.57186,Entire home/apt,115.0,31.0,8.0,9/30/23,0.27,2,283,1.0,
4329626,Chambre au coeur de St-Henri,Le Sud-Ouest,Amélie,45.47136,-73.58603,Private room,100.0,31.0,5.0,9/12/20,0.05,2,338,0.0,
4351701,welcome,Anjou,Chocco,45.60993,-73.54813,Entire home/apt,85.0,31.0,65.0,1/17/24,0.63,1,290,4.0,
4376456,Appartement   au coeur de Montréal,Rosemont-La Petite-Patrie,Oleksandra,45.54153,-73.60434,Entire home/apt,125.0,31.0,303.0,12/19/23,2.67,2,180,14.0,
4422595,Nice sunny room,Mercier-Hochelaga-Maisonneuve,Colin&Özge,45.55629,-73.53114,Private room,37.0,31.0,22.0,5/1/22,0.2,3,54,0.0,
4438504,Intimacy and commodity,Verdun,Guillaume,45.46571,-73.56967,Entire home/apt,50.0,31.0,20.0,10/31/23,0.19,2,3,1.0,
4484689,1 chambre  dans Résidence  Étudiante Familiale,Côte-des-Neiges-Notre-Dame-de-Grâce,Isabelle,45.49183,-73.64012,Private room,35.0,31.0,7.0,1/17/24,0.09,2,156,3.0,
4493422,Apartment Downtown Montréal,Ville-Marie,Marian,45.51767,-73.55659,Entire home/apt,195.0,31.0,71.0,12/31/22,0.63,2,84,0.0,"314070, expires: 2024-06-20T00:00:00Z"
4516339,Au coeur du Plateau Mt Royal + jardin,Le Plateau-Mont-Royal,Zina,45.5302,-73.57939,Entire home/apt,70.0,31.0,28.0,2/2/24,0.81,1,32,3.0,
4579838,Luxury Old Montreal Heritage Home,Ville-Marie,Tiziano,45.51046,-73.55474,Entire home/apt,225.0,31.0,174.0,11/18/23,1.57,4,179,13.0,
4580191,"Old Montreal, lovely quiet location",Ville-Marie,Tiziano,45.51024,-73.55477,Entire home/apt,185.0,31.0,203.0,1/2/24,1.88,4,114,9.0,
4642394,"Montreal Centre-ville, quartier N.d.G.",Côte-des-Neiges-Notre-Dame-de-Grâce,Denise,45.47387,-73.61359,Entire home/apt,275.0,3.0,21.0,5/10/21,0.21,1,317,0.0,"302264, expires: 2024-07-31"
4662940,Stylish 1BD trendy in heart of Plateau!,Le Plateau-Mont-Royal,Nadim,45.52389,-73.5932,Entire home/apt,65.0,31.0,175.0,2/25/24,1.56,6,331,6.0,
4669680,Casa O’ …where luxury and comfort await,Villeray-Saint-Michel-Parc-Extension,Cristina And Paul,45.53635,-73.62216,Entire home/apt,300.0,31.0,39.0,8/22/22,0.36,2,32,0.0,
4678938,Apartment Downtown Montreal,Ville-Marie,Marian,45.51838,-73.55921,Entire home/apt,199.0,31.0,68.0,11/8/22,0.62,2,175,0.0,"314070, expires: 2024-06-21T00:26:25Z"
4679950,Charming and central studio,Le Plateau-Mont-Royal,Sudhir,45.51743,-73.58041,Entire home/apt,80.0,31.0,65.0,2/14/24,0.58,1,264,5.0,
4699761,Joli appartement au coeur de Montréal,Rosemont-La Petite-Patrie,Amal,45.56754,-73.57873,Entire home/apt,88.0,31.0,27.0,1/13/20,0.31,1,157,0.0,
4700691,"MTLVR #02 | Plateau central, sunny patio, A/C",Le Plateau-Mont-Royal,Yann,45.53088,-73.57879,Entire home/apt,152.0,31.0,106.0,3/3/24,0.97,19,214,24.0,"247671, expires: 2025-02-28"
4701728,"MTLVR #09 | Prime location, A/C, Enjoy the moment",Le Plateau-Mont-Royal,Yann,45.5302411,-73.57671609,Entire home/apt,204.0,2.0,235.0,3/17/24,2.2,19,232,52.0,"272241, expires: 2024-05-31"
4727400,"MTLVR #11 | Fully equipped for 12, Family focused",Le Plateau-Mont-Royal,Yann,45.52827,-73.57763,Entire home/apt,185.0,2.0,170.0,3/11/24,1.53,19,226,28.0,"279355, expires: 2024-11-30"
4730381,Plateau - elegant and bright flat - children,Le Plateau-Mont-Royal,Mathilde,45.53181,-73.5803,Entire home/apt,275.0,4.0,86.0,1/1/24,0.8,1,4,3.0,"311299, expires: 2024-11-16"
4738920,Historic 2BR GEM in Golden Square Mile Downtown,Ville-Marie,Carmela,45.4968728,-73.587117,Entire home/apt,193.0,3.0,21.0,2/19/24,1.02,2,229,20.0,"310878, expires: 2024-10-27T15:49:02Z"
4774697,Shaughnessy Village Downtown,Ville-Marie,Patrick,45.49181,-73.57567,Entire home/apt,100.0,31.0,5.0,10/20/23,0.07,5,179,1.0,
4795345,Le Petit Penthouse Downtown Montreal,Le Plateau-Mont-Royal,We Rent For You Inc.,45.5131,-73.57282,Entire home/apt,193.0,1.0,39.0,8/7/23,0.35,24,42,13.0,"267551, expires: 2024-06-30"
4822411,DOUBLEROOM Piano&Garden&KING SIZE BED!,Rosemont-La Petite-Patrie,Julie (Habitats Julie Et David),45.539979,-73.606578,Private room,75.0,1.0,275.0,3/11/24,2.5,6,89,60.0,"286775, expires: 2024-08-31T20:24:39Z"
4824784,Large modern 2BD in Plateau/MileEnd,Le Plateau-Mont-Royal,Nadim,45.52455,-73.59508,Entire home/apt,68.0,31.0,172.0,3/20/24,1.57,6,326,5.0,
4900840,Le Old World Meets Modern,Ville-Marie,Brooke,45.49012,-73.5798,Entire home/apt,299.0,1.0,159.0,3/9/24,1.66,1,194,25.0,"297531, expires: 2024-06-30T00:00:00Z"
4908966,Anderson apartment 3H: Cozy and spacious #3,Ville-Marie,Myriam,45.50536,-73.56337,Entire home/apt,256.0,1.0,26.0,10/29/23,0.23,13,256,8.0,"221311, expires: 2024-04-30"
4975441,Downtown Studio for 2 with a view,Ville-Marie,Eric,45.50769,-73.56964,Entire home/apt,75.0,31.0,31.0,9/30/23,0.29,10,341,2.0,
5066202,Mile-end Plateau Montreal's Best,Le Plateau-Mont-Royal,Julien,45.52134,-73.58678,Entire home/apt,175.0,4.0,133.0,12/9/23,1.25,1,30,20.0,"303164, expires: 2024-09-30T18:49:19Z"
5142544,Le Loft Spa,Le Plateau-Mont-Royal,Patrice,45.52663,-73.58282,Entire home/apt,174.0,31.0,114.0,11/30/23,1.04,1,328,2.0,
5173875,Large 4 1/2 Downtown Montréal,Ville-Marie,Rosaire,45.50139,-73.57851,Entire home/apt,180.0,31.0,8.0,12/3/23,0.07,1,305,2.0,
5174441,"Superb Furnished Condo, Little Italy",Villeray-Saint-Michel-Parc-Extension,Frederic,45.53527451,-73.62117004,Entire home/apt,75.0,31.0,3.0,2/1/24,0.08,1,111,2.0,
5241608,Cosy apt close to subway with terrace.,Mercier-Hochelaga-Maisonneuve,Alexandre,45.54628,-73.54997,Entire home/apt,94.0,2.0,579.0,3/10/24,5.23,1,99,71.0,"289785, expires: 2024-12-31"
5287115,Vintage Montreal Apartment,Verdun,Fabrice,45.4685,-73.56758,Entire home/apt,55.0,31.0,63.0,12/17/23,0.58,2,192,2.0,
5319105,Luxury Quiet Old Montreal Home,Ville-Marie,Tiziano,45.51172,-73.55338,Entire home/apt,215.0,31.0,228.0,8/10/23,2.09,4,179,13.0,
5386190,"Little Italy, king-size suite/terrace & roof views",Rosemont-La Petite-Patrie,Frank,45.5334046,-73.6075745,Entire home/apt,98.0,2.0,72.0,3/8/24,5.32,1,103,65.0,"315115, expires: 2024-08-21"
5446042,Quiet & Cozy studio,Côte-des-Neiges-Notre-Dame-de-Grâce,Ellie,45.4763,-73.63585,Entire home/apt,56.0,31.0,45.0,12/10/23,0.43,2,168,3.0,
5469892,3 bedrooms 2 bathrooms unit,Ahuntsic-Cartierville,Desislava,45.52825,-73.73077,Entire home/apt,414.0,1.0,1.0,8/20/23,0.14,4,264,1.0,"314880, expires: 2024-08-07"
5475847,Grand appart. deux étages :3 càc et 2 sdb/Rosemont,Villeray-Saint-Michel-Parc-Extension,Mélanie,45.56314,-73.59013,Entire home/apt,239.0,31.0,4.0,5/19/19,0.04,2,323,0.0,
5543101,A beautiful room on a quiet yard,Ville-Marie,Annick,45.49176,-73.56955,Private room,88.0,31.0,28.0,5/19/19,0.26,2,365,0.0,
5617978,Home Away from Home right downtown,Ville-Marie,Annick,45.49364,-73.57052,Entire home/apt,250.0,31.0,3.0,8/7/15,0.03,2,365,0.0,
5658671,Eco-appartment in Mile End,Le Plateau-Mont-Royal,Emmanuel,45.51895,-73.5924,Entire home/apt,98.0,1.0,414.0,3/10/24,3.82,2,170,78.0,"263966, expires: 2024-05-31"
5668201,"MTLVR #15 | 1600 ft2 oasis, central Plateau, A/C",Le Plateau-Mont-Royal,Yann,45.52578757,-73.58403325,Entire home/apt,283.0,2.0,191.0,2/18/24,1.75,19,212,37.0,"286731, expires: 2024-08-31"
5738969,"Center of town - 5 lovely and airy rooms with 2 bathrooms, Beaudry subway",Ville-Marie,Michèle,45.5191,-73.55399,Entire home/apt,150.0,31.0,37.0,7/1/23,0.34,3,233,1.0,
5758514,Studio/maison à côté métro 3,Saint-Laurent,Lucie,45.51107,-73.6716,Entire home/apt,45.0,31.0,109.0,1/7/24,1.0,4,81,14.0,
5758826,FAB! 4-BEDROOMS Little Italy! 1min subway Beaubien,Rosemont-La Petite-Patrie,Jean-Philippe,45.53575,-73.60692,Entire home/apt,150.0,31.0,49.0,7/7/19,0.45,2,166,0.0,
5806607,Studio in Montreal,Ville-Marie,Nader,45.51909,-73.56387,Entire home/apt,51.0,31.0,67.0,8/25/23,0.67,9,149,1.0,
5809691,"MTLVR #14 | Central, Kid-Friendly, Metro 3 min",Le Plateau-Mont-Royal,Yann,45.52413,-73.586,Entire home/apt,283.0,2.0,226.0,3/9/24,2.07,19,208,28.0,"286731, expires: 2024-08-31"
5848282,"Creative, comfortable, Plateau pad",Le Plateau-Mont-Royal,D.N.,45.52267,-73.57028,Entire home/apt,75.0,31.0,43.0,3/15/23,0.39,1,0,0.0,
5863295,Large - Best for Families - long stays,Westmount,J P,45.48505,-73.60352,Entire home/apt,186.0,31.0,55.0,9/8/23,0.51,1,272,4.0,
5933084,New on the Plateau - Chic & design,Le Plateau-Mont-Royal,Jean Philippe,45.52862,-73.58235,Entire home/apt,260.0,5.0,52.0,11/19/23,0.48,1,23,7.0,"314260, expires: 2024-06-20"
6032202,studio/maison à côté métro,Saint-Laurent,Lucie,45.50911,-73.66983,Entire home/apt,50.0,31.0,134.0,10/3/23,1.23,4,23,8.0,
6039486,Montreal Chateau.,Mercier-Hochelaga-Maisonneuve,Nina,45.55825,-73.53093,Entire home/apt,543.0,2.0,86.0,12/10/23,0.83,1,338,3.0,"279300, expires: 2025-01-31"
6076880,Newly renovated apartment downtown!,Ville-Marie,Faye,45.49128,-73.57939,Entire home/apt,200.0,5.0,96.0,9/26/23,0.89,1,158,17.0,"305171, expires: 2024-05-31"
6119840,Studio for 2 downtown Mtl,Ville-Marie,Eric,45.50769,-73.56964,Entire home/apt,83.0,31.0,57.0,8/24/22,0.53,10,328,0.0,
6130229,Gingerbread Manor - WM Room - breakfast included,Le Plateau-Mont-Royal,Ephraim,45.51572,-73.56904,Private room,128.0,1.0,4.0,10/4/16,0.04,5,4,0.0,"222528, expires: 2024-05-31"
6134740,Old Montreal Luxury Quiet Apartment,Ville-Marie,Tiziano,45.50971,-73.55458,Entire home/apt,200.0,31.0,52.0,9/24/23,0.48,4,140,8.0,
6169698,The Sunny studio downtown,Ville-Marie,Eric,45.50769,-73.56964,Entire home/apt,77.0,31.0,69.0,11/30/23,0.66,10,112,4.0,
6182564,"2nd Flr Apt, Pvt Entr., Balc, Pkg, Parc Bustop 1""",Villeray-Saint-Michel-Parc-Extension,Bonnie,45.53226,-73.63913,Entire home/apt,59.0,7.0,103.0,9/3/23,0.96,3,116,11.0,"312006, expires: 2025-02-05"
6186448,Bright 850 Sq ft loft - Plateau,Le Plateau-Mont-Royal,Marc,45.53464,-73.57172,Entire home/apt,90.0,1.0,250.0,1/22/24,2.31,2,188,42.0,"308163, expires: 2024-12-31"
6238159,Loft in the heart of the plateau!,Le Plateau-Mont-Royal,Alex,45.53319,-73.58308,Entire home/apt,70.0,31.0,302.0,12/31/23,2.81,2,143,3.0,
6249151,appart  à 2 mn du Métro Mont Royal,Le Plateau-Mont-Royal,Amelle,45.52682,-73.58061,Entire home/apt,199.0,3.0,196.0,3/18/24,1.82,2,269,48.0,"277922, expires: 2024-06-01T00:00:00Z"
6298626,Mi Casa es Tu cAsa!,Rosemont-La Petite-Patrie,Marianne,45.53952,-73.6095,Entire home/apt,128.0,2.0,143.0,1/4/24,1.33,1,8,8.0,"310063, expires: 2024-04-30T12:24:23Z"
6299948,Industrial-modern style- Down Town (2),Ville-Marie,Lise,45.50677,-73.56193,Entire home/apt,85.0,31.0,13.0,12/15/19,0.14,3,203,0.0,
6302619,Gorgeous 2 BR Outremont/Mile End,Outremont,Erin,45.52318,-73.61257,Entire home/apt,125.0,31.0,67.0,9/14/23,0.63,1,103,3.0,
6309620,Anderson apartment 2 Beds 6H: Cozy and spacious,Ville-Marie,Myriam,45.50449,-73.5625,Entire home/apt,378.0,1.0,50.0,11/26/23,0.47,13,246,14.0,"221311, expires: 2024-04-30"
6316223,The Fullum on the Plateau -2 floors,Le Plateau-Mont-Royal,Sophie,45.53742,-73.56719,Entire home/apt,189.0,7.0,36.0,2/25/24,0.34,1,203,17.0,"323931, expires: 2024-05-08"
6421886,Une chambre sous la terrasse,Mercier-Hochelaga-Maisonneuve,Pierre-Henri,45.54129,-73.54196,Private room,65.0,31.0,11.0,8/31/23,0.1,1,235,1.0,
6438283,"MTLVR #13 | Central Urban Oasis, Sleeps 12, BBQ",Le Plateau-Mont-Royal,Yann,45.52565,-73.58423,Entire home/apt,283.0,2.0,141.0,2/25/24,1.32,19,217,16.0,"286731, expires: 2024-08-31"
6438382,"MTLVR #12 | Modern 4 BR/2BA, Plateau, A/C, BBQ",Le Plateau-Mont-Royal,Yann,45.52395813,-73.58378187,Entire home/apt,283.0,2.0,165.0,3/3/24,1.53,19,190,14.0,"286731, expires: 2024-08-31"
6460732,2 Floors in Superb Plateau Home,Le Plateau-Mont-Royal,Nina,45.53088,-73.58535,Entire home/apt,250.0,21.0,93.0,9/5/23,0.89,2,205,4.0,"305266, expires: 2024-06-30"
6461235,Spacious Plateau Unit steps from everything,Le Plateau-Mont-Royal,Nina,45.53088,-73.58675,Entire home/apt,111.0,14.0,21.0,2/23/24,0.28,2,188,9.0,"305266, expires: 2024-06-30"
6545059,Homey 3BR: Cozy & Inviting,Côte-des-Neiges-Notre-Dame-de-Grâce,Well,45.50824,-73.63066,Entire home/apt,130.0,31.0,22.0,11/18/22,0.21,8,365,0.0,
6559850,"CreAtive, Modern & Inspired Plateau: Heart of MTL!",Le Plateau-Mont-Royal,Amy,45.51346,-73.57011,Entire home/apt,154.0,31.0,69.0,9/29/23,0.65,2,144,2.0,
6590617,Les 3 Castors  (numéro d'établissement  279915),Ahuntsic-Cartierville,Nathalie,45.55479,-73.66718,Entire home/apt,160.0,5.0,70.0,3/17/24,0.67,1,192,23.0,"279915, expires: 2024-12-31"
6611969,A little piece of paradise...,Le Plateau-Mont-Royal,Eric,45.52198,-73.58012,Entire home/apt,491.0,31.0,36.0,9/30/23,0.34,1,186,14.0,"308907, expires: 2024-03-01"
6634469,Welcome ! Bienvenue !,Le Plateau-Mont-Royal,Varvara,45.52064,-73.57018,Entire home/apt,213.0,2.0,165.0,3/16/24,1.54,2,80,4.0,"285865, expires: 2024-07-31"
6644522,Perfect Stay,Le Plateau-Mont-Royal,Varvara,45.52077,-73.57021,Entire home/apt,213.0,2.0,184.0,1/1/24,1.72,2,148,26.0,"285876, expires: 2024-07-31"
6722097,Beautiful 4 bedroom house & garden,Rosemont-La Petite-Patrie,Jacques,45.54116,-73.6071,Entire home/apt,284.0,3.0,348.0,2/21/24,3.26,2,168,48.0,"282262, expires: 2024-05-31"
6725638,Rustic Chic in the Heart of Montreal,Le Plateau-Mont-Royal,Christian,45.52269,-73.5771,Private room,70.0,2.0,52.0,3/8/24,2.21,1,76,31.0,"314337, expires: 2024-06-26"
6747261,30days + Big house for 7 (15 min. to downtown),Rosemont-La Petite-Patrie,Vil,45.53573,-73.60439,Entire home/apt,443.0,2.0,79.0,1/14/24,0.74,1,185,6.0,"316669, expires: 2024-11-23T20:35:42Z"
6766263,"Bright, Calm Room&Private Bathroom",Villeray-Saint-Michel-Parc-Extension,Jean,45.55035,-73.60706,Private room,100.0,31.0,25.0,10/15/23,0.24,1,161,1.0,
6812722,"MTLVR #07 | Fully equipped for 8, Family focused",Le Plateau-Mont-Royal,Yann,45.52021,-73.57217,Entire home/apt,277.0,2.0,203.0,3/10/24,1.91,19,226,36.0,"286720, expires: 2024-08-31"
6863708,"Sunny, Clean, Entire Top Flr Apartment in MileEnd",Le Plateau-Mont-Royal,Kara,45.52611,-73.60427,Private room,60.0,31.0,40.0,12/11/23,0.38,1,38,2.0,
6877196,5☆ Comfy Pad in Plateau ❤️ BEST LOCATION/TOP FLOOR!,Le Plateau-Mont-Royal,Steve,45.51497,-73.57836,Entire home/apt,119.0,2.0,149.0,3/14/24,1.57,7,40,24.0,"313088, expires: 2024-05-08"
6885700,The perfect pied-à-terre (wasabi)!,Le Sud-Ouest,Shelagh,45.47545,-73.56443,Entire home/apt,85.0,31.0,99.0,12/13/23,0.98,3,204,4.0,
6895797,Green room in town,Rosemont-La Petite-Patrie,Marie-Luc,45.541,-73.60103,Private room,35.0,31.0,27.0,12/10/23,0.26,1,173,3.0,
6901263,Grande maison avec cour et terrasse,Le Sud-Ouest,Elena,45.44876,-73.59437,Entire home/apt,140.0,31.0,1.0,8/9/15,0.01,1,167,0.0,
6956661,Le Montréal que j'aime,Rosemont-La Petite-Patrie,Louis,45.54104,-73.60706,Entire home/apt,60.0,25.0,4.0,8/13/19,0.04,1,44,0.0,"314234, expires: 2024-06-19"
7043845,Mile-End/Plateau boutique apartment with backyard,Le Plateau-Mont-Royal,Good Living,45.52782,-73.59218,Entire home/apt,91.0,31.0,274.0,7/28/23,2.58,2,39,2.0,
7054114,Urban Oasis house,Mercier-Hochelaga-Maisonneuve,Catherine,45.57343,-73.54337,Entire home/apt,100.0,3.0,53.0,3/18/24,0.87,1,240,46.0,"312901, expires: 2024-04-30"
7056058,Zen Garden in Ahuntsic - Causy Private Room,Ahuntsic-Cartierville,Lydiane,45.55382,-73.65393,Private room,41.0,31.0,46.0,9/19/22,0.49,2,365,0.0,
7070701,Bright condo near downtown Montreal Ref# 302843,Côte-des-Neiges-Notre-Dame-de-Grâce,Caroline,45.46712,-73.6108,Entire home/apt,195.0,2.0,91.0,3/10/24,0.86,1,109,18.0,"302843, expires: 2024-10-31T15:51:59Z"
7098676,New 2bdr charming bright apartment,Le Sud-Ouest,Kristina,45.47884,-73.56353,Entire home/apt,120.0,31.0,98.0,11/13/22,0.93,1,247,0.0,
7132579,Montreal family getaway,Côte-des-Neiges-Notre-Dame-de-Grâce,Well,45.50572,-73.63196,Entire home/apt,110.0,31.0,20.0,1/14/22,0.2,8,365,0.0,
7147902,Private room in an upper duplex,Villeray-Saint-Michel-Parc-Extension,Isabella,45.57481,-73.63047,Private room,56.0,1.0,71.0,10/29/23,0.76,1,145,33.0,"313709, expires: 2024-05-22"
7174449,A room in a homely home,Verdun,Camila,45.45566,-73.54937,Private room,55.0,31.0,20.0,9/1/23,0.2,2,139,2.0,
